ID,EC,OM,BD,P,SAND,SILT,CLAY,N,K,Ca,Mg,Na,CEC,SAR,ESP,Class.pH
1530,0.1,3.8,1.3,8.1,27.5,32.6,40,0.1,1.1,25.4,1.7,0.1,7.3,0,0,Moderately alkaline
1531,0.3,2.5,1.3,21.4,47.5,14,38.5,0.4,1.2,7.2,3.6,0.1,12.2,0,0,Strongly acidic
1532,0.3,1.6,1.3,70.7,57.5,21.3,21.2,0.1,0.4,6.3,2.7,0.2,2.9,0,0.1,Moderately acidic
1533,0.4,2.4,1.3,35.7,32.2,30,37.8,0.1,1.6,1.7,2,0.4,14.2,0.2,0,Moderately alkaline
1534,0.2,2.6,1.3,9.1,4,28,68,0.1,1.1,46.1,7.1,3.2,34.7,0.1,0.1,Moderately alkaline
1536,0.8,5.8,1.3,20.2,54.2,19.1,25.8,0.1,0.6,0,0.9,1.6,2.2,2.5,0.7,Strongly acidic
1537,0.8,3.7,1.1,44.3,48.9,25.1,25.1,30.12,1.5,7.5,2.3,30.12,16.7,0,0,Moderately acidic
1538,0.9,2.6,1.1,161.1,32.8,22,45.2,0.3,0.2,26.9,1.1,0.1,25.7,0,0,Moderately alkaline
1540,0.6,2.3,1.2,302,66.2,15.1,17.8,0.1,0.9,28.7,1.4,0.9,18.3,0,0,Moderately alkaline
1541,0.3,3.5,1.1,42.3,48.2,27.1,23.8,0.1,1.5,6.9,1.5,0.8,19.4,0.2,0,Moderately acidic
21.3,1.2,2.9,1.1,31.2,48.2,12.2,7.8,0,0.2,0.7,1.2,30.12,5.8,0,0,Strongly acidic
1543,0.5,2.3,1.4,281.9,52.2,17.1,29.8,0.1,1.6,6.2,2.3,1.1,25.6,0,0,Moderately alkaline
1545,0.3,1.9,1.4,3.1,28.2,40.7,31.1,0.1,0.6,18.4,3.8,0.3,24.4,0,0,Moderately acidic
1546,0.6,1.9,1.4,3.1,10.8,32,57.2,0.1,1.2,19.2,4.4,1.5,53.5,0.1,0,Moderately acidic
1547,0.2,4.8,1.3,31.12,18.2,36,45.8,0.1,0.6,0.2,2.4,1.9,4.1,1.1,0.5,Moderately acidic
1548,0.4,1.6,1.3,15.9,78.2,5.1,15.8,0.1,0.6,2.1,2.9,30.12,4.4,0,0,Moderately acidic
1549,0.2,1.9,1.3,31.12,12.2,46,41.8,0.1,1,0.2,0.9,1.7,2.1,2.5,0.6,Moderately acidic
1552,0.4,2.3,1.1,6,44.9,15.3,39.8,0.1,3.9,23.2,6.3,3.6,50.7,0.1,0.1,Moderately alkaline
1553,0.3,2.3,1.3,60.4,12.2,48.7,39.1,0.1,9.3,21.2,3.8,0.4,38.8,0,0,Moderately alkaline
1556,0.1,10.1,0.7,15.9,48.2,18,33.8,0.1,1,44.5,7.8,0.2,23,0,0,Moderately alkaline
1557,0.1,5.5,1.1,19.9,55.5,23.1,20.5,0.1,0.7,33.8,1.4,0.4,22.1,0,0,Moderately alkaline
1561,0.6,4.4,1.3,1.1,29.5,32,38.5,0.1,1.9,8.6,9.7,0.5,14.8,0.1,0,Moderately alkaline
1562,0.8,6.7,1.1,6.9,26,33.3,40.7,0.2,0.7,23.8,6.9,0.3,10.9,0,0,Strongly alkaline
1566,0.2,2.6,1.3,10.5,19.6,16,64.4,0.1,1.9,32.7,9.7,0.6,38,0,0,Neutral
1567,0.3,3.9,1.3,18.9,15.5,26.7,57.8,0.3,0.9,15.1,2.6,2.4,29.7,0.2,0.1,Neutral
1568,0.4,3.7,1.3,4.2,14.2,40.7,45.1,0.1,3.2,23.1,11.1,1.7,40.7,0.1,0,Neutral
1570,0.3,5.1,1.3,1.1,22.9,31.8,45.2,0.1,0.4,17.9,9.8,0.8,52.5,0.1,0,Moderately acidic
1571,0.2,5.1,1.2,0,32.2,26,41.8,0.2,0.3,56.9,9.3,0.3,29.6,0,0,Moderately alkaline
1572,0.1,2.7,1.3,8.1,15.5,28.6,56,0.1,1.1,9.5,3.1,0.1,13.5,0,0,Strongly alkaline
1573,0.3,3.8,1.3,41.8,21.5,42,36.5,0,0.5,30.12,1.5,4.9,5.1,4.7,0.8,Moderately alkaline
1574,0.4,3.8,1.2,17.1,62.2,25.1,11.8,0,30.12,1.6,0.1,30.12,4.3,0,0,Strongly acidic
1577,0.4,1.7,1.3,3,56.8,19.3,24,0.2,0.9,6.5,10.3,1.7,21.1,0.2,0.1,Strongly alkaline
1578,0.3,11.7,1,151.5,38.2,10.2,19.8,0.1,1.2,4.8,1.1,0.4,25.1,0.1,0,Strongly acidic
1579,0.4,2.6,1.3,50.5,22.2,34,43.8,0,0.8,12.6,9.3,0.1,26.1,0,0,Moderately acidic
1580,0.9,3.9,1.3,121.2,58.9,21.3,19.8,0.1,31.12,5.7,1.5,0.3,27.9,0.1,0,Strongly acidic
1581,0.5,4.1,1.3,35.4,42.2,21.3,36.5,0.1,1.1,27.9,4.5,0.1,51.9,0,0,Neutral
1582,0.8,4.5,1.3,16.2,47.5,18,34.5,0.2,1,33.4,1.4,30.12,11.5,0,0,Moderately alkaline
1585,0.8,3.2,1.1,291.9,56.2,10,33.8,0.1,2.6,6.2,3.2,0.6,31.9,0,0,Moderately alkaline
1587,0.5,2.3,1.2,70.5,34.2,28.7,37.1,0.1,2,53.6,1.7,0.3,25.8,0,0,Moderately alkaline
1588,0.2,2.1,1.2,19.1,43.5,22,34.5,0.2,0.6,11.1,4.7,30.12,17.1,0,0,Moderately acidic
1589,0.9,2.9,1.1,46.3,51.5,21.1,26.5,0.1,1.2,24.7,1,0.5,23.7,0,0,Moderately alkaline
1590,0.4,2.1,1.1,60.4,28.2,30.7,41.1,0.1,2.5,77.1,1.5,0,71.8,0,0,Moderately alkaline
1591,0.3,2.7,1.4,3,68.8,13.3,18,0,0.9,9.7,2.6,31.12,12.9,0.1,0.1,Moderately alkaline
1592,0.5,2.2,1.3,0,34.9,11.3,53.8,0.1,0.7,34.7,20.2,1,53.9,0,0,Neutral
1593,0.4,1.9,1.3,1.1,16.9,18,65.1,0.2,3.8,2.6,14.1,15.4,31.6,1.4,0.5,Strongly alkaline
1594,0.4,1.3,1.2,0,32.2,20,47.8,0.1,1.1,23.1,15.7,0.9,42.7,0,0,Neutral
1595,0.4,1.3,1.3,2,57.5,13.1,28.5,0.1,0.2,30.12,1.2,1.7,2.2,1.9,0.7,Strongly acidic
1597,0.3,2.3,1.3,181.2,68.2,18.7,13.1,0.1,9.3,14.9,1.1,30.12,10.2,0,0,Moderately alkaline
1598,0.3,2.3,1.4,26.2,35.5,28,36.5,0.1,0.2,30.12,1.4,1.7,2.5,1.7,0.7,Strongly acidic
1599,0.1,2.3,1.6,6,58.2,18.7,23.1,0.1,0.9,13.4,3.6,0.2,14.2,0,0,Moderately alkaline
1600,0.2,2.3,1.3,12.1,77.5,7.3,15.2,0,0.8,10.8,1.7,1.9,11,0.2,0.2,Strongly alkaline
1603,0.6,2.3,1.3,1.1,25.5,24,50.5,0.1,1.1,0.4,6.8,2.7,10.1,0.6,0.3,Neutral
1604,0.7,9.4,1.1,47.3,46.9,19.3,33.8,0.2,4.5,28.1,7.1,0.6,44.2,0,0,Moderately alkaline
1605,0.2,16.1,0.8,13.9,24.2,28,47.8,0.1,1.3,28.6,6.1,3.4,28.9,0.2,0.1,Moderately alkaline
1607,0.6,6.7,1.3,2,41.5,22,36.5,0.1,1,0.2,6.3,2.7,9.4,0.6,0.3,Moderately alkaline
1608,0.5,4.1,1.3,3,66.8,15.3,18,0.1,31.12,26.2,6.1,1.2,13.3,0.1,0.1,Strongly alkaline
1609,0.4,5.5,1.2,8.4,32.8,12.2,23.2,0.1,0.5,6.1,2.9,0.4,22.1,0.1,0,Moderately alkaline
1610,0.4,4.1,1.3,4.2,14.2,38.7,47.1,0.1,4.2,23.4,6.6,0.3,37.7,0,0,Moderately acidic
1611,0.4,2.4,1.3,4.2,8.2,46.7,45.1,0.1,5.3,26.9,9.5,0.8,36.5,0,0,Neutral
1612,0.2,2.1,1.3,3,72.8,15.3,12,0.1,1.5,24.2,5.2,1.8,9.5,0.1,0.2,Strongly alkaline
1613,0.2,3.8,1.2,6,34.2,18.7,47.1,0.1,2.7,14.8,9.1,0.7,28.4,0.1,0,Moderately alkaline
1614,0.3,3.1,1.2,0,45.5,31.1,22.5,0.1,1.1,24.6,3.7,0.3,14.1,0,0,Moderately alkaline
1615,0.1,3.2,1.4,149.6,54.2,22.7,23.1,0.1,0.7,23.1,1.4,0,12,0,0,Moderately alkaline
1616,0.7,4.3,1.1,159.5,24.2,14.2,29.8,0,0.9,16.4,3.8,0.1,21,0,0,Moderately acidic
1617,0.2,4.6,1.1,17.9,20.2,16.7,63.1,0.1,0.3,26.1,34.2,0.3,73.4,0,0,Moderately acidic
1618,0.3,1.6,1.4,25.9,43.5,24,32.5,0.1,31.12,3.8,3.4,0.1,7.8,0,0,Moderately alkaline
1620,0.5,1.3,1.3,10.7,42.9,24,33.1,0,0.8,43.4,4.6,8.3,17.4,0.3,0.5,Moderately alkaline
1621,0.7,1.1,1.3,20.1,57.5,14.7,27.8,1.1,0.2,54.4,6.1,1.3,85.8,0,0,Moderately acidic
1622,0.1,1.7,1.3,70.5,65.5,7.3,27.2,0.1,0.6,1.3,0.3,30.12,11.7,0,0,Strongly alkaline
1623,0.9,2.9,1.4,161.1,30.8,20,49.2,0.2,0.6,23.1,3.7,0.1,37.7,0,0,Moderately alkaline
1624,0.4,2.2,1.1,74.5,34.2,4.2,29.8,0.1,1.6,13.7,5.9,0.2,24.6,0,0,Moderately alkaline
1625,0.3,3.1,1.2,1.1,31.5,14,54.5,0.1,1.2,0.2,4.1,2.4,7.8,0.7,0.3,Moderately acidic
1626,31.12,2.6,1.1,23.7,56.2,19.1,23.8,0.1,0.4,0.9,1.8,0,6,0,0,Moderately acidic
1627,0.3,7.1,1.1,60.6,10.2,44.7,45.1,0.1,1.8,64.2,7.3,0.2,41.8,0,0,Moderately alkaline
15.6,3.4,2.1,1.1,161.6,12,24,64,0.3,1.1,60.9,1.8,0.6,51.8,0,0,Moderately alkaline
16.6,1.1,5.3,1.3,NA,64.2,19.1,15.8,0.1,1.1,9.9,3.2,0.3,5.4,0,0,Moderately alkaline
1632,0.6,3.2,1.2,6.5,32.2,30.7,37.1,0.1,1.7,39.6,2.6,0.5,24.5,0,0,Moderately alkaline
1634,0.2,1.5,1.3,30.2,21.5,22,56.5,0.1,0.3,3.4,4.7,30.12,21.8,0,0,Moderately acidic
1635,0.1,1.5,1.6,12.9,18.2,46,35.8,0.1,0.6,35.6,5.6,2.1,20.7,0.1,0.1,Moderately alkaline
1636,0.6,1.8,1.3,10.1,44.8,25.3,30,0.1,1.4,37.8,1.5,0.6,28.2,0,0,Moderately alkaline
1640,0.4,5.2,1.1,2,35.5,33.3,31.2,0.2,0.2,19.7,4.8,0.2,16.4,0,0,Moderately acidic
1641,0.2,5.4,1.1,0,37.5,28,34.5,0.1,3.6,39.3,9.1,1.3,25.7,0,0,Moderately alkaline
1642,0.3,11.7,1.1,4,32.9,37.3,29.8,0.3,1.6,4.1,2.6,0.6,26.4,0.2,0,Moderately acidic
1643,0.4,3.2,1.3,23.1,48.2,21.1,29.8,0.1,0.7,0.8,2.1,30.12,7.6,0,0,Moderately acidic
1644,0.2,1.6,1.3,5.1,18.8,16,65.2,0.3,0.4,39.5,1.5,0.1,41.3,0,0,Moderately alkaline
1647,0.2,2.6,1.3,11.1,74.2,11.1,13.8,0.1,0.8,4.8,1.9,0.3,5.6,0.1,0.1,Neutral
1648,0.3,2.1,1.4,80.5,32.2,28,39.8,0.1,0.9,25.5,11.6,0.3,46,0,0,Moderately alkaline
1650,0.4,1.7,1.4,5,78.9,7.3,13.8,0.1,1.1,9.8,3.2,0.5,20.5,0.1,0,Neutral
1653,0.4,2.1,1.4,33.2,28.2,33.3,38.5,0.4,1.3,12.1,8.8,0.7,34.3,0.1,0,Moderately acidic
1655,0.3,0.4,1.3,11.1,70.2,11.1,17.8,0.1,0.6,3.6,0.8,0.6,4.6,0.2,0.1,Moderately acidic
1657,0.8,1.8,1.3,110.7,10.8,15.1,73.2,0.3,0.4,30.4,0,0.1,49.1,0,0,Neutral
1660,0.3,4.7,1.1,39.7,42,23.3,34.7,0.2,1.9,20.1,2.5,0.1,22.9,0,0,Moderately acidic
1661,1.9,1.1,1.3,22.1,72.2,12.7,15.1,0.1,1.1,7.9,4.4,0.1,20.3,0,0,Moderately acidic
1662,0.4,2.5,1.2,8.1,76,9.3,14.7,0,0.7,2.7,7.5,3.6,1.5,0.6,2.4,Moderately alkaline
1663,0.2,2.3,1.3,6,10.8,21.1,67.2,0.2,0.9,50.7,3,0.3,26.3,0,0,Moderately alkaline
1665,0.2,1.5,1.2,12.1,26.2,6.2,35.8,0.1,1.4,56.4,13,59.8,29.8,1.5,2,Moderately alkaline
1666,0.2,2.3,1.4,12.1,29.5,34.7,35.8,0.1,1.7,27.7,5.6,1.2,36,0.1,0,Moderately alkaline
1668,0.3,1.5,1.4,22.1,57.5,23.1,18.5,0.1,0.3,4.6,7.8,0.1,5.4,0,0,Moderately acidic
1670,0.4,2.6,1.4,42.3,44.2,27.1,27.8,0.5,1.3,27.2,8.5,31.12,38.8,0.1,0,Moderately acidic
1677,0.5,5.3,1.3,12.6,20.2,27.1,51.8,0.1,1.6,21,5,10.7,38.5,0.7,0.3,Strongly alkaline
1678,0.3,2.6,1.4,NA,72.2,9.1,17.8,0,0.9,3,2.3,30.12,5.6,0,0,Moderately acidic
1679,0.3,3.5,1.3,0,27.5,26.7,45.8,0.1,0.6,36.6,9.1,1.1,50.8,0,0,Moderately alkaline
1680,0.3,2.4,1.4,6,22.8,2.2,43.2,0.1,0.5,31.1,4.3,0.2,12.1,0,0,Strongly alkaline
1682,0.1,5.1,1.2,0,43.5,20.7,35.8,0.1,0.4,22.5,6.8,0.8,29.4,0,0,Neutral
1686,0.7,2.5,1.3,20.1,41.5,32.7,25.8,0.4,0.7,21.1,7.9,1.2,52.3,0.1,0,Moderately acidic
1687,0.6,2.1,1.4,11.1,50.2,19.1,29.8,0.1,0.5,3.2,3,0.1,5.8,0,0,Strongly acidic
1688,0.4,1.7,1.4,70.5,71.5,11.3,17.2,0.1,0.4,1.8,0.1,30.12,3.1,0,0,Moderately acidic
1689,0.8,0.9,1.5,15.1,51.5,27.1,20.5,0.1,0.5,2.6,3.4,30.12,5.6,0,0,Moderately acidic
1690,0.3,1.7,1.3,30.2,35.5,17.1,46.5,0.1,31.12,3.3,2.6,0.2,19.2,0.1,0,Moderately acidic
1691,1.9,3.4,1.2,4,18.2,19.1,61.8,0.1,1.1,2.9,0.9,2.5,23.4,1.2,0.1,Neutral
1692,0.6,3.3,1.3,54.6,14,22.7,63.2,0.2,1.2,82.1,5.4,1.2,64.7,0,0,Strongly alkaline
1693,0.7,4.1,1.2,24.2,55.5,13.1,30.5,0.2,0.4,0,0.5,1.5,1.5,3.9,1,Strongly acidic
1694,1.7,5.1,1.6,17.1,62.2,17.1,19.8,0.1,0.3,2.5,1.7,30.12,7.5,0,0,Moderately acidic
1695,1.1,3.9,1.2,59.6,6,15.1,78,0.1,1.1,70,4.3,2.5,60.5,0,0,Strongly alkaline
1697,0.9,2.2,1.1,8.1,72,11.3,16.7,0,1.1,13.2,8.1,31.12,8.1,0.1,0.1,Strongly alkaline
1699,0.1,2.5,1.1,18.9,11.5,30.7,57.8,0.1,0.2,7.8,2.7,0.8,25.5,0.1,0,Strongly acidic
1702,0.2,2.3,1.4,7.9,38.8,17.1,43.2,0.1,0.4,28.1,9.4,1.1,42.8,0.1,0,Neutral
1703,0.2,2.1,1.4,18.9,51.5,10.7,37.8,0.3,0.1,13.8,6.6,1.5,27.7,0.1,0.1,Moderately acidic
1704,0.3,2.1,1.3,4,40.2,21.1,37.8,0.1,1.4,3.4,2.3,30.12,22.4,0,0,Moderately alkaline
1705,0.3,2.1,1.4,28.2,64.2,19.3,16.5,0.2,0.4,3.1,1,0.7,24.4,0.3,0,Strongly acidic
1707,0.3,1.3,1.7,22.1,35.5,2.2,30.5,0.2,1.7,12.9,8,0.1,18,0,0,Moderately acidic
1711,0.5,1.5,1.3,5.9,12,23.3,64.7,0.2,0.8,41.6,1.9,1.1,22.5,0,0,Strongly alkaline
1712,0.2,2.6,1.2,61.6,14.8,19.1,65.2,0.2,0.7,46.3,0.9,0.1,38.7,0,0,Moderately alkaline
1713,0.3,15.4,0.8,0,26.2,25.1,47.8,0.1,0.3,12.2,5.7,0.6,16.2,0.1,0,Moderately alkaline
1714,0.3,5.2,1.1,0,18.2,25.1,55.8,0.1,0.6,80.3,4.6,0.6,62.1,0,0,Moderately alkaline
1715,0.2,7.1,31.12,90.9,42.2,22.7,35.1,0.1,1.5,26,1.7,30.12,18.8,0,0,Moderately alkaline
1716,0.3,9.6,31.12,0,52.2,17.1,29.8,0.2,0.6,39.6,7.6,0.3,32.9,0,0,Moderately alkaline
1718,0.3,4.8,1.6,6,42.9,17.3,39.8,0.1,2.9,18.2,7.4,1.4,34.5,0.1,0,Neutral
1719,0.3,2.4,1.4,4.2,68.9,17.3,13.8,0.1,1.2,6.2,1.9,0.4,18.8,0.1,0,Moderately acidic
1720,0.4,1.6,1.3,10.5,71.6,11.1,16.4,0.1,1.2,10.3,4,0.1,9.2,0,0,Moderately alkaline
1721,0.3,3.8,1.3,2,28.9,31.1,39.1,0.2,1.6,2.2,14.9,30.12,14.4,0,0,Neutral
1722,0.1,2.4,1.3,16,58.2,15.1,25.8,0.1,31.12,44.5,4.2,0.1,1,0,0.1,Moderately alkaline
1724,0.2,3.5,1.2,18.9,39.5,20.7,39.8,0.1,0.2,18,5.3,1.6,29.1,0.1,0.1,Moderately acidic
1728,0.4,2.4,1.4,4,18.2,29.1,51.8,0.1,1.9,5.3,1.8,0.2,35.4,0.1,0,Moderately alkaline
1729,0.7,1.7,1.5,12.9,14.2,21.1,63.8,0.1,0.6,35.6,5.6,2.1,27.6,0.1,0.1,Moderately alkaline
1730,0.7,2.7,1.2,8.6,14.2,22.7,63.1,0.2,2.1,55.3,2.8,1.2,36.5,0,0,Moderately alkaline
1731,0.6,5.1,1.4,17.1,68.2,11.1,19.8,0.1,0.7,3.4,2.3,30.12,17.5,0,0,Moderately acidic
1732,0.4,1.7,1.4,11.1,50.2,15.1,33.8,0.1,1.4,18.6,4.6,0.8,13.6,0.1,0.1,Moderately alkaline
1733,0.3,1.8,1.3,4.3,20.9,12.3,7.1,0.1,2.5,87.4,16.6,0.3,40.1,0,0,Moderately alkaline
1734,0.6,4.6,1.3,70.7,69.5,15.3,15.2,0.1,0.3,2.5,0.6,30.12,4.9,0,0,Moderately acidic
1735,1.1,2.4,1.3,13.1,4.2,13.1,81.8,0.1,2.4,50,11.9,4.5,41.2,0.1,0.1,Moderately alkaline
1736,0.8,5.3,1.3,NA,70.2,13.1,15.8,0,0.8,2.9,3,30.12,3.8,0,0,Moderately acidic
1737,0.8,1.8,1.3,12.9,24.2,20.2,23.8,0.1,1.7,43.7,9,9.4,20.6,0.3,0.5,Strongly alkaline
1739,0.6,5.7,1.1,29.2,28,29.3,42.7,1,0.7,9.2,1.8,0.1,5.7,0,0,Moderately acidic
1740,0.9,2.2,1.2,8.1,16,19.1,64,0.1,1.5,25.5,8.4,2.3,33.5,0.1,0.1,Moderately alkaline
1741,0.4,4.7,1.1,59.6,6,19.1,74,0.1,1.3,81.8,4.8,1.5,65.8,0,0,Moderately alkaline
1742,0.3,2.2,1.3,13.9,14.2,18.2,35.8,0.1,0.8,40,5.7,1.8,21.1,0.1,0.1,Moderately alkaline
1743,0.2,2.8,1.1,NA,20.2,27.1,51.8,0.1,0.9,28.7,9.3,0.1,13,0,0,Moderately alkaline
1744,0.3,1.6,1.3,6,58.2,26.7,15.1,0.1,2.1,22.7,6.6,2.6,25.2,0.2,0.1,Strongly alkaline
1745,0.2,1.3,1.4,12.9,4.2,15.1,79.8,0.1,31.12,34.3,5,2.1,42.9,0.1,0,Moderately alkaline
1746,0.3,31.12,1.5,NA,72.2,9.1,17.8,0,31.12,30.4,3.2,0.1,31.6,0,0,Moderately alkaline
1747,0.4,2.2,1.3,5,46.9,27.3,25.8,NA,NA,NA,NA,NA,NA,NA,NA,Moderately acidic
1748,0.3,9.3,1.1,31.8,53.5,25.1,20.5,0.6,0.3,0,0.7,1.5,1.7,2.9,0.9,Strongly acidic
1749,0.2,2.1,1.3,7.9,24.2,30.7,45.1,0.1,1.5,41.6,3.4,0.6,18.3,0,0,Moderately alkaline
1750,0.5,1.6,1.4,NA,70.2,13.1,15.8,0.1,0.7,4.9,1.7,30.12,5.4,0,0,Moderately acidic
1751,0.1,1.6,1.4,6,26.2,18.7,55.1,0.1,2.4,18.7,2.5,0.2,22.4,0,0,Neutral
1752,0.2,1.6,1.5,17.9,20.2,32.7,47.1,0.1,0.3,10.4,15.2,0.3,40.8,0,0,Strongly alkaline
1753,0.1,1.3,1.4,7.9,28.2,36.7,35.1,NA,NA,NA,NA,NA,NA,NA,NA,
1754,0.2,2.4,1.4,3,34.9,19.8,45.2,0.1,31.12,17.7,4.2,0.9,38.1,0.1,0,Moderately acidic
1755,0.3,3.6,1.3,3,10.9,9.8,79.2,0.1,2.1,35.8,16.7,5.9,71.7,0.2,0.1,Moderately alkaline
1756,0.2,2.1,1.4,5,32.9,33.3,33.8,0.1,2.3,12.8,3.4,0.6,28.7,0.1,0,Moderately acidic
1757,1,3.3,31.12,86.3,30.9,21.8,47.2,0.1,1.3,39.5,7,31.12,49.8,0,0,Moderately alkaline
1759,0.4,4.1,1.3,89.4,12.2,38.7,49.1,0.1,1.1,30.9,2.1,0.1,18,0,0,Moderately alkaline
1761,0.1,1.4,1.1,6.6,20.2,17.1,61.8,0.1,1.2,63.4,14.5,0.7,61.3,0,0,Moderately alkaline
1763,0.2,6.4,1.3,2,12.9,13.1,73.1,0.1,0.9,1.5,4.3,1.9,30.6,0.6,0.1,Neutral
1764,0.3,3.2,1.4,16.1,22.2,54.7,23.1,0.1,0.7,12.1,5.2,0.5,39.7,0.1,0,Strongly acidic
1765,0.6,6.1,1.3,6,36.2,24.7,39.1,0.1,1.9,21.5,0.6,0.1,14.6,0,0,Moderately alkaline
1766,0.3,4.8,1.2,49.7,34.9,15.3,49.8,0.1,31.12,2.6,2.3,0.6,17,0.3,0,Moderately acidic
1767,0.4,2.6,1.3,21,57.5,24.7,17.8,0.1,0.8,8.9,3.5,0.4,14.3,0.1,0,Neutral
1768,0.3,3.8,1.4,5,48.2,31.1,19.8,0.1,1.6,25.5,1.3,0.4,24.7,0,0,Moderately alkaline
1769,0.3,5.9,1.1,0,18.2,27.1,53.8,0.2,0.5,57.3,12,0.5,20.7,0,0,Moderately alkaline
1770,0.4,4.9,1.3,9.1,50.8,15.1,33.2,0.1,0.5,14.3,4.1,0.5,29.9,0.1,0,Moderately alkaline
1771,0.4,1.6,1.3,4.1,38.9,33.3,27.8,0.1,3.2,47.7,0.8,1.2,41.9,0,0,Moderately alkaline
1772,0.6,4.5,1.1,27.2,42.8,21.3,36,0,0.7,19.5,3.4,0.2,24.3,0,0,Moderately alkaline
1773,1.4,2.9,31.12,66.4,67.5,13.3,19.2,0.1,0.5,4.3,0,30.12,1.6,0,0,Neutral
1775,0.3,3.9,1.1,44.7,48.2,25.1,25.8,0.1,31.12,11.4,2.2,0.1,34.6,0,0,Moderately acidic
1778,0.5,1.1,1.2,20.9,65.5,17.1,16.5,0,0.2,4.6,1.2,0.4,12.8,0.1,0,Moderately acidic
1779,0.8,3.9,1.1,22.1,31.5,29.1,38.5,0.1,0.8,3.2,3.6,0.1,7.2,0,0,Strongly acidic
1780,0.1,2.2,1.3,14.9,29.5,21.3,49.2,0.3,0.4,76.2,2.9,0.3,76,0,0,Moderately alkaline
1781,0.2,2.7,1.3,0,30.9,21.3,47.8,0.1,0.8,40.7,18.8,1.8,44.5,0.1,0,Moderately alkaline
1783,0.3,2.7,1.3,1,46.2,21.1,31.8,0.2,0.3,4.2,12.9,9.3,23,1,0.4,Strongly alkaline
1784,0.3,3.3,1.3,14.9,11.5,17.3,71.2,0.3,0.6,73.3,3.2,0.2,79.3,0,0,Moderately alkaline
1785,0.1,3.9,1.3,1,77.5,12.7,9.8,0.1,0.3,3.8,1,0.3,6.6,0.1,0,Neutral
1786,0.3,31.12,1.3,0,34.9,15.3,49.8,0.1,0.3,23.4,12.8,0.7,44.7,0,0,Neutral
1787,0.1,1.3,1.4,4,28.2,27.1,43.8,0.1,1.5,3,5.6,0.2,22.6,0,0,Moderately alkaline
1788,0.1,1.6,1.6,12.9,10.2,12.2,45.8,0.1,1.7,46.7,10.3,15.9,36.7,0.5,0.4,Strongly alkaline
1789,0.3,1.6,1.6,54.4,26.9,29.3,43.8,0.1,1.9,35.2,2.4,0.7,40.9,0,0,Moderately alkaline
1790,0.2,1.3,1.4,8.9,42.8,15.1,41.2,0.1,0.5,11.9,5.1,0.3,29.9,0,0,Moderately alkaline
1791,0.2,2.9,1.3,65.6,44.2,10.2,13.8,0.1,2.4,55.5,2.6,0.8,39.1,0,0,Moderately alkaline
1792,0.4,2.6,1.2,65.6,26.2,30.7,43.1,0.1,5.2,54.9,2.3,0.3,35.1,0,0,Moderately alkaline
1793,0.5,21.1,0.7,0,26.9,21.3,51.8,0.1,1.2,58,14.2,31.12,42.9,0,0,Moderately alkaline
1794,0.2,24.8,0.7,0,41.5,15.1,42.5,0.1,1.6,29.5,6.7,1.2,17.9,0.1,0.1,Strongly alkaline
1796,0.2,2.3,1.1,4,18.2,8.2,41.8,0.1,0.6,3,5.9,30.12,26.6,0,0,Neutral
1797,0.5,4.8,1.5,4,16.2,7.3,76.5,0.1,2.5,23.9,14.7,31.12,43.4,0,0,Moderately alkaline
1801,0.2,1.1,31.12,0,29.5,36.7,33.8,0.2,0.3,19.3,7.5,1.4,27.9,0.1,0,Moderately acidic
1802,0.1,1.9,1.2,33.9,66.2,15.1,17.8,0.1,0.6,0.5,1.1,30.12,4.4,0,0,Moderately acidic
1803,0.3,1.6,1.2,0,51.5,15.1,32.5,0.1,0.3,15.9,7.2,0.4,24.7,0,0,Moderately acidic
1804,0.2,1.6,1.3,16.9,63.5,9.1,26.5,0.2,0.3,38.3,1.1,30.12,16.5,0,0,Strongly alkaline
1805,0.3,5.6,1.2,6,38.9,2.2,27.1,0.1,3.4,49.8,2.9,0.2,33.7,0,0,Moderately alkaline
1806,0.4,3.5,1.2,11,74.2,11.1,13.8,0.1,31.12,4.4,1.1,30.12,2,0,0,Moderately acidic
1807,2.7,1.2,1.6,23.8,17.5,21.3,61.2,0.2,0.7,6,3.3,30.12,9,0,0,Moderately acidic
1810,0.5,1.1,1.3,45.3,12.2,21.1,65.8,0.1,0.5,7.1,0.6,0.1,20.2,0,0,Strongly acidic
1811,0.4,4.8,1.1,5,64.9,19.3,15.8,0.1,1.6,8.3,1.9,0.3,17.9,0.1,0,Moderately alkaline
1812,0.9,4.6,1.2,80.5,50.2,27.1,21.8,0.1,0.6,6.8,2.8,30.12,11.4,0,0,Moderately acidic
1813,0.5,6.7,1.1,33.8,18,31.3,50.7,0.4,0.6,250.1,2,0.2,21.7,0,0,Neutral
1814,0.4,2.5,1.3,NA,33.5,31.1,34.5,0.2,0.4,25,1.3,30.12,16.7,0,0,Strongly alkaline
1816,0.3,1.1,1.3,24.2,49.5,17.1,32.5,0.1,0.4,0,1.4,1.6,2.5,1.6,0.6,Strongly acidic
1817,0.1,3.6,1.3,14.9,58.9,19.3,21.8,0.1,0.5,6,2.6,0.4,11.2,0.1,0,Moderately acidic
1819,0.8,1.6,1.4,4,16.2,7.3,76.5,0.1,2.1,27,16.1,1.3,46.7,0.1,0,Moderately alkaline
